gene,in_degree,out_degree,total_degree
KIAA1328,3,0,3
KIAA1549,3,0,3
KIAA1614,3,0,3
KIAA1958,3,0,3
KIAA2012,3,0,3
KIAA2013,3,0,3
KIAA2026,3,0,3
KIDINS220,3,87,90
KIF11,3,0,3
KIF12,3,0,3
KIF13A,3,0,3
KIF13B,3,0,3
KIF15,3,0,3
KIF17,3,0,3
KIF18B,3,0,3
KIF19,3,0,3
KIF1A,3,0,3
KIF1B,3,0,3
KIF1C,3,0,3
KIF20A,3,0,3
KIF20B,3,0,3
KIF22,3,0,3
KIF24,3,0,3
KIF26B,3,0,3
KIF27,3,0,3
KIF2A,3,0,3
KIF2B,3,0,3
KIF3B,3,0,3
KIF3C,3,0,3
KIF4A,3,0,3
KIF5B,3,0,3
KIF5C,3,0,3
KIF6,3,0,3
KIF7,3,0,3
KIF9,3,0,3
KIFC1,3,0,3
KIFC2,3,0,3
KIFC3,3,0,3
KIRREL2,3,0,3
KISS1,3,0,3
KISS1R,3,0,3
KIT,3,0,3
KL,3,0,3
KLC1,3,0,3
KLC2,3,0,3
KLC3,3,0,3
KLC4,3,0,3
KLF10,3,0,3
KLF11,3,0,3
KLF12,3,0,3
KLF13,3,0,3
KLF14,3,0,3
KLF2,3,0,3
KLF3,3,0,3
KLF4,3,0,3
KLF6,3,0,3
KLF7,3,0,3
KLF8,3,0,3
KLHDC10,3,0,3
KLHDC2,3,0,3
KLHDC4,3,0,3
KLHDC8B,3,0,3
KLHDC9,3,0,3
KLHL11,3,0,3
KLHL12,3,0,3
KLHL17,3,0,3
KLHL18,3,0,3
KLHL20,3,129,132
KLHL21,3,0,3
KLHL22,3,0,3
KLHL24,3,0,3
KLHL26,3,0,3
KLHL30,3,0,3
KLHL34,3,0,3
KLHL35,3,0,3
KLHL36,3,0,3
KLHL40,3,0,3
KLHL7,3,0,3
KLHL8,3,0,3
KLHL9,3,0,3
KLK12,3,0,3
KLK7,3,0,3
KLLN,3,0,3
KLRG2,3,0,3
KMT2B,3,0,3
KMT2C,3,105,108
KMT2E,3,0,3
KNOP1,3,0,3
KNTC1,3,0,3
KPNA1,3,0,3
KPNA2,3,0,3
KPNA4,3,0,3
KPNB1,3,0,3
KRBA1,3,0,3
KRBOX4,3,0,3
KREMEN2,3,0,3
KRI1,3,0,3
KRIT1,3,0,3
KRR1,3,0,3
KRT7,3,0,3
KRT78,3,1,4
KRT9,3,19,22
KRTAP10-1,3,0,3
KRTAP10-2,3,0,3
KRTAP17-1,3,0,3
KRTAP5-5,3,2,5
KRTCAP3,3,0,3
KTI12,3,0,3
KTN1,3,0,3
KXD1,3,0,3
L1TD1,3,0,3
L2HGDH,3,0,3
L3HYPDH,3,0,3
L3MBTL3,3,0,3
LACC1,3,16,19
LAD1,3,0,3
LAMA1,3,0,3
LAMA2,3,0,3
LAMA3,3,0,3
LAMB3,3,0,3
LAMC1,3,0,3
LAMC2,3,0,3
LAMP3,3,0,3
LAMTOR4,3,0,3
LAMTOR5,3,0,3
LANCL1,3,0,3
LAP3,3,0,3
LAPTM4B,3,0,3
LARP4B,3,0,3
LARP6,3,0,3
LARS2,3,0,3
LATS1,3,0,3
LBH,3,0,3
LBR,3,0,3
LBX1,3,0,3
LBX2,3,0,3
LCE3A,3,0,3
LCMT1,3,0,3
LCN9,3,0,3
LCNL1,3,0,3
LCORL,3,0,3
LDB1,3,0,3
LDB3,3,0,3
LDHA,3,0,3
LDHAL6A,3,0,3
LDLR,3,0,3
LDLRAD4,3,0,3
LDLRAP1,3,0,3
LDOC1,3,0,3
LEF1,3,0,3
LEMD2,3,0,3
LENG8,3,0,3
LENG9,3,0,3
LEO1,3,0,3
LEP,3,0,3
LETM1,3,0,3
LETMD1,3,0,3
LFNG,3,0,3
LGALS1,3,0,3
LGALSL,3,0,3
LGR4,3,0,3
LGR5,3,0,3
LGR6,3,23,26
LHCGR,3,1,4
LHFPL3,3,0,3
LHFPL4,3,0,3
LHPP,3,0,3
LHX2,3,0,3
LHX3,3,0,3
LHX4,3,1,4
LHX5,3,0,3
LIG3,3,0,3
LIG4,3,0,3
LILRA4,3,0,3
LIMA1,3,0,3
LIMCH1,3,0,3
LIMD1,3,0,3
LIMK1,3,0,3
LIMK2,3,0,3
LIN37,3,21,24
LIN54,3,0,3
LINC-PINT,3,0,3
LINC00115,3,0,3
LINC00265,3,0,3
LINC00273,3,0,3
LINC00313,3,0,3
LINC00319,3,0,3
LINC00323,3,0,3
LINC00339,3,0,3
LINC00461,3,0,3
LINC00467,3,0,3
LINC00472,3,0,3
LINC00482,3,0,3
LINC00485,3,0,3
LINC00523,3,0,3
LINC00574,3,0,3
LINC00588,3,0,3
LINC00652,3,0,3
LINC00654,3,0,3
LINC00662,3,0,3
LINC00668,3,0,3
LINC00672,3,0,3
LINC00693,3,0,3
LINC00839,3,0,3
LINC00877,3,0,3
LINC00879,3,0,3
LINC00898,3,0,3
LINC00909,3,0,3
LINC00917,3,0,3
LINC00921,3,0,3
LINC00938,3,0,3
LINC00954,3,0,3
LINC01003,3,0,3
LINC01019,3,0,3
LINC01089,3,0,3
LINC01104,3,0,3
LINC01116,3,0,3
LINC01124,3,0,3
LINC01126,3,0,3
LINC01128,3,0,3
LINC01140,3,0,3
LINC01144,3,0,3
LINC01160,3,0,3
LINC01168,3,0,3
LINC01191,3,0,3
LINC01252,3,0,3
LINC01257,3,0,3
LINC01278,3,0,3
LINC01341,3,0,3
LINC01364,3,0,3
LINC01547,3,0,3
LINC02913,3,20,23
LINGO1,3,0,3
LIPG,3,0,3
LIPT1,3,0,3
LITAF,3,120,123
LL22NC03-63E9.3,3,0,3
LLGL1,3,0,3
LLGL2,3,0,3
LLPH,3,0,3
LMAN1,3,0,3
LMAN2,3,0,3
LMBR1,3,0,3
LMCD1,3,0,3
LMF1,3,0,3
LMLN,3,0,3
LMNB1,3,0,3
LMNB2,3,0,3
LMNTD2,3,0,3
LMO1,3,6,9
LMOD1,3,0,3
LMTK2,3,0,3
LMTK3,3,0,3
LMX1A,3,0,3
LNP1,3,0,3
LNPEP,3,0,3
LOC100130691,3,0,3
LOC100130992,3,0,3
LOC100134368,3,0,3
LOC100289495,3,0,3
LOC100505715,3,0,3
LOC100631378,3,0,3
LOC148709,3,5,8
LOC155060,3,0,3
LOC283683,3,0,3
LOC284798,3,0,3
LOC285074,3,0,3
LOC344967,3,0,3
LOC400940,3,0,3
LOC401052,3,0,3
LOC401312,3,0,3
LOC414300,3,0,3
LOC441601,3,0,3
LOC442497,3,0,3
LOC554206,3,0,3
LOC643406,3,0,3
LONP1,3,0,3
LONP2,3,0,3
LOX,3,0,3
LOXL1,3,0,3
LOXL2,3,0,3
LOXL3,3,0,3
LOXL4,3,0,3
LPAR1,3,0,3
LPAR2,3,0,3
LPAR3,3,0,3
LPAR5,3,0,3
LPCAT1,3,0,3
LPCAT4,3,0,3
LPIN1,3,0,3
LRAT,3,0,3
LRATD1,3,0,3
LRCH3,3,0,3
LRCH4,3,0,3
LRFN2,3,0,3
LRFN4,3,0,3
LRIF1,3,0,3
LRIG1,3,0,3
LRIG2,3,0,3
LRIG3,3,0,3
LRP1,3,0,3
LRP11,3,0,3
LRP12,3,0,3
LRP2,3,0,3
LRP3,3,0,3
LRP5,3,0,3
LRP6,3,0,3
LRPAP1,3,0,3
LRR1,3,0,3
LRRC10B,3,0,3
LRRC14B,3,0,3
LRRC15,3,0,3
LRRC20,3,0,3
LRRC23,3,0,3
LRRC26,3,0,3
LRRC27,3,0,3
LRRC28,3,0,3
LRRC3,3,0,3
LRRC32,3,0,3
LRRC36,3,0,3
LRRC37A6P,3,0,3
LRRC38,3,0,3
LRRC4,3,0,3
LRRC41,3,0,3
LRRC42,3,0,3
LRRC43,3,0,3
LRRC45,3,0,3
LRRC46,3,0,3
LRRC47,3,0,3
LRRC49,3,0,3
LRRC56,3,0,3
LRRC57,3,0,3
LRRC58,3,0,3
LRRC61,3,0,3
LRRC63,3,0,3
LRRC71,3,0,3
LRRC72,3,0,3
LRRC73,3,0,3
LRRC74B,3,0,3
LRRC75A,3,0,3
LRRC75B,3,0,3
LRRC8E,3,0,3
LRRC9,3,0,3
LRRCC1,3,0,3
LRRFIP1,3,0,3
LRRFIP2,3,0,3
LRRIQ3,3,0,3
LRRK1,3,0,3
LRRN1,3,0,3
LRRN2,3,0,3
LRRTM1,3,0,3
LRSAM1,3,0,3
LRWD1,3,0,3
LSM10,3,0,3
LSM11,3,12,15
LSM14B,3,0,3
LSM3,3,72,75
LSM4,3,0,3
LSM7,3,0,3
LTA,3,0,3
LTB4R,3,22,25
LTBP1,3,0,3
LTBP4,3,0,3
LTK,3,0,3
LTN1,3,0,3
LTV1,3,0,3
LUC7L,3,0,3
LUC7L2,3,0,3
LUZP1,3,0,3
LUZP2,3,2,5
LVRN,3,0,3
LY6E,3,0,3
LY6H,3,0,3
LY75,3,0,3
LYNX1,3,21,24
LYPD3,3,0,3
LYPD4,3,0,3
LYPD6,3,0,3
LYPLA1,3,0,3
LYPLA2,3,0,3
LYPLAL1,3,0,3
LYRM1,3,0,3
LYRM2,3,0,3
LYRM4,3,0,3
LYRM9,3,0,3
LYSMD1,3,0,3
LYSMD2,3,0,3
LYSMD4,3,0,3
LZTFL1,3,0,3
LZTR1,3,0,3
LZTS3,3,0,3
M1AP,3,0,3
MAB21L1,3,0,3
MACF1,3,0,3
MACROD1,3,0,3
MAD1L1,3,0,3
MAD2L1,3,0,3
MAD2L1BP,3,83,86
MAD2L2,3,0,3
MADCAM1,3,0,3
MADD,3,0,3
MAEA,3,0,3
MAEL,3,8,11
MAF1,3,0,3
MAFA,3,0,3
MAFB,3,0,3
MAFF,3,0,3
MAFG,3,0,3
MAFK,3,0,3
MAGEB10,3,0,3
MAGEB2,3,0,3
MAGEB6,3,0,3
MAGEC2,3,0,3
MAGED1,3,0,3
MAGEF1,3,0,3
MAGI1,3,0,3
MAGI3,3,0,3
MAGT1,3,0,3
MAK,3,0,3
MALSU1,3,77,80
MALT1,3,0,3
MAML1,3,0,3
MAML2,3,0,3
MAMLD1,3,0,3
MAMSTR,3,0,3
MAN1A1,3,0,3
MAN1A2,3,0,3
MAN1B1,3,0,3
MAN1C1,3,0,3
MAN2B2,3,0,3
MAN2C1,3,0,3
MANBAL,3,0,3
MANEA,3,0,3
MANF,3,0,3
MANSC1,3,0,3
MAP1LC3A,3,0,3
MAP1LC3B,3,0,3
MAP2,3,0,3
MAP2K1,3,0,3
MAP2K2,3,0,3
MAP2K3,3,0,3
MAP2K4,3,0,3
MAP3K10,3,0,3
MAP3K11,3,0,3
MAP3K12,3,0,3
MAP3K13,3,0,3
MAP3K14,3,0,3
MAP3K15,3,0,3
MAP3K4,3,0,3
MAP3K5,3,0,3
MAP3K6,3,0,3
MAP3K7,3,0,3
MAP3K9,3,0,3
MAP4,3,0,3
MAP4K2,3,0,3
MAP4K3,3,43,46
MAP4K4,3,0,3
MAP4K5,3,0,3
MAP6,3,0,3
MAP6D1,3,0,3
MAP7D1,3,0,3
MAP7D2,3,0,3
MAPK1,3,0,3
MAPK11,3,7,10
MAPK12,3,0,3
MAPK14,3,0,3
MAPK15,3,0,3
MAPK1IP1L,3,0,3
MAPK4,3,16,19
MAPK6,3,0,3
MAPK7,3,0,3
MAPK8IP1,3,0,3
MAPK8IP3,3,0,3
MAPK9,3,0,3
MAPKAPK3,3,0,3
MAPKAPK5,3,0,3
MAPRE1,3,0,3
MAPT,3,0,3
MAPT-IT1,3,0,3
MARCKSL1,3,0,3
MARK1,3,0,3
MARK2,3,0,3
MARK3,3,0,3
MARS2,3,0,3
MASP1,3,0,3
MAST2,3,0,3
MAST3,3,0,3
MAST4,3,0,3
MASTL,3,0,3
MAT2A,3,0,3
MAT2B,3,0,3
MATCAP1,3,0,3
MATN2,3,0,3
MATN3,3,0,3
MATR3,3,0,3
MAU2,3,0,3
MAVS,3,0,3
MAX,3,0,3
MBD2,3,0,3
MBD3,3,55,58
MBD5,3,0,3
MBOAT1,3,0,3
MBOAT2,3,0,3
MBOAT7,3,0,3
MBTPS1,3,0,3
MCAM,3,0,3
MCAT,3,0,3
MCCC2,3,0,3
MCEE,3,0,3
MCEMP1,3,0,3
MCF2L,3,0,3
MCF2L2,3,0,3
MCFD2,3,0,3
MCHR2,3,0,3
MCIDAS,3,0,3
MCM10,3,0,3
MCM2,3,0,3
MCM3,3,0,3
MCM3AP,3,0,3
MCM4,3,0,3
MCM5,3,0,3
MCM6,3,0,3
MCM7,3,0,3
MCM8,3,0,3
MCMBP,3,0,3
MCMDC2,3,0,3
MCOLN2,3,0,3
MCOLN3,3,0,3
MCPH1,3,0,3
MCRS1,3,0,3
MCU,3,0,3
MDFI,3,0,3
MDGA2,3,0,3
MDH1,3,91,94
MDH1B,3,0,3
MDH2,3,0,3
MDK,3,0,3
MDM1,3,0,3
MDM2,3,0,3
MDM4,3,0,3
MDN1,3,0,3
MEA1,3,0,3
MEAF6,3,0,3
MECP2,3,85,88
MECR,3,0,3
MED10,3,0,3
MED11,3,0,3
MED12,3,0,3
MED12L,3,0,3
MED13,3,0,3
MED15,3,0,3
MED17,3,0,3
MED18,3,0,3
MED19,3,0,3
MED20,3,0,3
MED22,3,0,3
MED24,3,0,3
MED26,3,0,3
MED27,3,0,3
MED29,3,0,3
MED30,3,0,3
MED31,3,0,3
MED7,3,0,3
MED8,3,0,3
MED9,3,0,3
MEF2A,3,0,3
MEF2BNB,3,0,3
MEF2D,3,0,3
MEGF8,3,0,3
MEGF9,3,0,3
MEIS2,3,0,3
MEIS3,3,0,3
MEIS3P1,3,0,3
MELK,3,0,3
MEMO1,3,0,3
MEPCE,3,0,3
MESP2,3,0,3
MEST,3,0,3
METAP1D,3,0,3
METAP2,3,0,3
METRNL,3,0,3
METTL16,3,0,3
METTL18,3,0,3
METTL21A,3,0,3
METTL23,3,0,3
METTL2A,3,0,3
METTL2B,3,0,3
METTL3,3,0,3
METTL5,3,0,3
METTL8,3,0,3
METTL9,3,0,3
MEX3B,3,0,3
MEX3D,3,0,3
MFAP3,3,0,3
MFAP3L,3,0,3
MFGE8,3,0,3
MFHAS1,3,0,3
MFN1,3,0,3
MFN2,3,92,95
MFSD11,3,0,3
MFSD12,3,0,3
MFSD2A,3,0,3
MFSD6L,3,23,26
MGAT2,3,80,83
MGAT5B,3,0,3
MGC57346,3,0,3
MGME1,3,0,3
MGMT,3,0,3
MGST3,3,0,3
MIA3,3,0,3
MIB2,3,0,3
MICA,3,0,3
MICAL1,3,0,3
MICAL3,3,0,3
MICALL1,3,0,3
MICALL2,3,0,3
MICB,3,0,3
MICU2,3,0,3
MICU3,3,0,3
MID1IP1,3,0,3
MID2,3,0,3
MIDN,3,0,3
MIEF1,3,0,3
MIEF2,3,0,3
MIEN1,3,0,3
MIER2,3,0,3
MIER3,3,0,3
MIF4GD,3,0,3
MIIP,3,0,3
MIMT1,3,0,3
MINK1,3,0,3
MIOS,3,0,3
MIPEP,3,0,3
MIPOL1,3,0,3
MIR1-1HG,3,0,3
MIR663AHG,3,0,3
MIRLET7BHG,3,16,19
MIS18BP1,3,0,3
MISP,3,0,3
MIXL1,3,0,3
MKI67,3,0,3
MKKS,3,0,3
MKNK1,3,0,3
MKNK2,3,0,3
MKRN2,3,0,3
MKS1,3,64,67
MKX,3,0,3
MLEC,3,0,3
MLH1,3,0,3
MLH3,3,0,3
MLLT1,3,0,3
MLLT3,3,0,3
MLLT4,3,0,3
MLLT6,3,0,3
MLNR,3,0,3
MLX,3,0,3
MLXIP,3,0,3
MLXIPL,3,20,23
MLYCD,3,0,3
MMAA,3,0,3
MMAB,3,0,3
MME,3,0,3
MMEL1,3,0,3
MMGT1,3,0,3
MMP15,3,0,3
MMP16,3,0,3
MMP17,3,0,3
MMP2,3,0,3
MMP23B,3,0,3
MMP25,3,0,3
MMP28,3,0,3
MMS22L,3,0,3
MN1,3,0,3
MND1,3,0,3
MNT,3,0,3
MNX1,3,0,3
MOAP1,3,0,3
MOB1A,3,0,3
MOB3A,3,0,3
MOB3C,3,0,3
MOB4,3,0,3
MOCOS,3,0,3
MOCS1,3,0,3
MOCS2,3,0,3
MOCS3,3,0,3
MOGAT1,3,0,3
MOGAT3,3,0,3
MOGS,3,0,3
MOK,3,0,3
MON1A,3,0,3
MON1B,3,0,3
MORC3,3,0,3
MORF4L1,3,0,3
MORN1,3,2,5
MORN2,3,0,3
MORN5,3,0,3
MOS,3,0,3
MOSPD2,3,0,3
MOV10,3,0,3
MOV10L1,3,1,4
MOXD1,3,0,3
MPC1,3,0,3
MPDU1,3,0,3
MPG,3,0,3
MPHOSPH9,3,0,3
MPI,3,0,3
MPLKIP,3,0,3
MPND,3,0,3
MPP2,3,0,3
MPP5,3,0,3
MPP6,3,0,3
MPPE1,3,0,3
MPPED1,3,4,7
MPPED2,3,0,3
MPRIP,3,0,3
MPST,3,0,3
MPV17L,3,0,3
MPZL1,3,0,3
MRAP2,3,0,3
MRC2,3,0,3
MREG,3,0,3
MRFAP1,3,0,3
MRFAP1L1,3,0,3
MRGBP,3,0,3
MRGPRE,3,0,3
MRM1,3,0,3
MRPL10,3,0,3
MRPL12,3,0,3
MRPL13,3,0,3
MRPL14,3,0,3
MRPL16,3,0,3
MRPL17,3,0,3
MRPL18,3,0,3
MRPL2,3,0,3
MRPL20,3,0,3
MRPL21,3,0,3
MRPL22,3,0,3
MRPL23,3,0,3
MRPL24,3,0,3
MRPL28,3,0,3
MRPL30,3,0,3
MRPL33,3,0,3
MRPL34,3,0,3
MRPL36,3,0,3
MRPL39,3,0,3
MRPL4,3,0,3
MRPL40,3,0,3
MRPL43,3,0,3
MRPL44,3,0,3
MRPL45,3,0,3
MRPL45P2,3,0,3
MRPL46,3,0,3
MRPL49,3,0,3
MRPL51,3,0,3
MRPL53,3,0,3
MRPL55,3,0,3
MRPS11,3,0,3
MRPS15,3,0,3
MRPS18B,3,0,3
MRPS18C,3,0,3
MRPS2,3,0,3
MRPS21,3,0,3
MRPS22,3,0,3
MRPS23,3,0,3
MRPS26,3,0,3
MRPS27,3,0,3
MRPS31P5,3,0,3
MRPS6,3,0,3
MRPS7,3,0,3
MRVI1,3,0,3
MS4A10,3,0,3
MSANTD2,3,0,3
MSANTD4,3,0,3
MSH3,3,0,3
MSH5,3,0,3
MSI2,3,0,3
MSL3,3,0,3
MSLN,3,0,3
MSMO1,3,0,3
MSN,3,0,3
MSRB1,3,0,3
MSRB3,3,0,3
MST1,3,0,3
MST1L,3,0,3
MST1R,3,0,3
MSTO1,3,0,3
MSX2,3,0,3
MSX2P1,3,0,3
MT1A,3,0,3
MT1DP,3,0,3
MT1E,3,0,3
MT1F,3,0,3
MT1G,3,0,3
MT1IP,3,0,3
MT1M,3,0,3
MT1X,3,0,3
MT2A,3,0,3
MTA1,3,0,3
MTA2,3,0,3
MTBP,3,0,3
MTCH2,3,0,3
MTERF3,3,0,3
MTERF4,3,0,3
MTF1,3,0,3
MTFMT,3,0,3
MTFR1,3,0,3
MTFR2,3,0,3
MTG1,3,0,3
MTG2,3,0,3
MTHFD1,3,0,3
MTHFD1L,3,0,3
MTHFD2,3,0,3
MTHFR,3,0,3
MTHFS,3,0,3
MTHFSD,3,0,3
MTL5,3,0,3
MTM1,3,0,3
MTMR1,3,0,3
MTMR10,3,0,3
MTMR12,3,92,95
MTMR2,3,0,3
MTMR3,3,0,3
MTMR4,3,0,3
MTMR7,3,0,3
MTMR9,3,0,3
MTNR1A,3,0,3
MTO1,3,0,3
MTOR,3,0,3
MTPN,3,0,3
MTR,3,0,3
MTRF1L,3,0,3
MTRR,3,0,3
MTSS1,3,0,3
MTUS1,3,0,3
MUC20,3,0,3
MUS81,3,0,3
MVB12B,3,0,3
MVD,3,0,3
MVP,3,0,3
MX1,3,0,3
MXD3,3,188,191
MXD4,3,0,3
MXI1,3,0,3
MXRA7,3,0,3
MXRA8,3,0,3
MYADML,3,0,3
MYBL2,3,0,3
MYBPC2,3,3,6
MYC,3,0,3
MYCL,3,0,3
MYCN,3,0,3
MYDGF,3,0,3
MYEF2,3,0,3
MYF5,3,0,3
MYH11,3,0,3
MYH14,3,0,3
MYH3,3,0,3
MYH7B,3,0,3
MYL12A,3,0,3
MYL12B,3,0,3
MYL5,3,0,3
MYL9,3,0,3
MYLIP,3,0,3
MYLK,3,0,3
MYNN,3,0,3
MYO10,3,0,3
MYO15A,3,0,3
MYO15B,3,0,3
MYO18A,3,0,3
MYO18B,3,0,3
MYO19,3,13,16
MYO1C,3,0,3
MYO1D,3,0,3
MYO3A,3,0,3
MYO5A,3,0,3
MYO6,3,0,3
MYO7B,3,0,3
MYO9A,3,0,3
MYOCD,3,0,3
MYOD1,3,0,3
MYOM3,3,0,3
MYPOP,3,0,3
MYRIP,3,0,3
MZF1,3,0,3
MZT2A,3,0,3
MZT2B,3,0,3
N4BP1,3,0,3
N4BP2,3,0,3
N4BP2L1,3,0,3
N4BP2L2,3,0,3
N4BP3,3,0,3
NAA15,3,0,3
NAA20,3,0,3
NAA25,3,0,3
NAA30,3,0,3
NAA40,3,0,3
NAA60,3,0,3
NAAA,3,0,3
NAB2,3,0,3
NACA,3,0,3
NACC1,3,13,16
NACC2,3,0,3
NADK,3,0,3
NADSYN1,3,0,3
NAGK,3,0,3
NAGS,3,0,3
NAIF1,3,0,3
NALCN,3,0,3
NAMPT,3,0,3
NANOS1,3,0,3
NANP,3,0,3
NANS,3,0,3
NAP1L4,3,0,3
NAPA,3,0,3
NAPRT,3,0,3
NARF,3,0,3
NAT14,3,0,3
NATD1,3,0,3
NAV1,3,0,3
NBEA,3,0,3
NBEAL1,3,0,3
NBEAL2,3,161,164
NBPF1,3,0,3
NBPF10,3,0,3
NBR2,3,0,3
NCALD,3,0,3
NCAM2,3,0,3
NCAPD3,3,0,3
NCAPG,3,0,3
NCAPG2,3,0,3
NCAPH,3,0,3
NCAPH2,3,0,3
NCBP1,3,0,3
NCBP2,3,0,3
NCDN,3,0,3
NCK1,3,0,3
NCKIPSD,3,0,3
NCL,3,0,3
NCOA2,3,0,3
NCOA3,3,0,3
NCOA4,3,0,3
NCOA5,3,0,3
NCOA7,3,0,3
NCOR1,3,0,3
NCR3LG1,3,0,3
NDE1,3,0,3
NDFIP1,3,0,3
NDFIP2,3,0,3
NDNF,3,0,3
NDOR1,3,0,3
NDRG1,3,0,3
NDRG2,3,0,3
NDUFA10,3,0,3
NDUFA11,3,64,67
NDUFA12,3,96,99
NDUFA13,3,0,3
NDUFA3,3,0,3
NDUFA4,3,0,3
NDUFA4L2,3,0,3
NDUFA8,3,0,3
NDUFAF2,3,0,3
NDUFAF3,3,0,3
NDUFAF4,3,0,3
NDUFAF7,3,0,3
NDUFB1,3,0,3
NDUFB10,3,0,3
NDUFB11,3,35,38
NDUFB2,3,129,132
NDUFB3,3,103,106
NDUFB5,3,83,86
NDUFB6,3,0,3
NDUFC1,3,0,3
NDUFS1,3,0,3
NDUFS3,3,0,3
NDUFS5,3,0,3
NDUFS7,3,0,3
NDUFS8,3,0,3
NDUFV1,3,0,3
NDUFV2,3,0,3
NDUFV3,3,0,3
NEAT1,3,3,6
NECAB2,3,0,3
NECAB3,3,0,3
NEDD1,3,0,3
NEDD4,3,0,3
NEDD4L,3,0,3
NEDD8,3,0,3
NEFH,3,4,7
NEIL1,3,13,16
NEIL2,3,0,3
NEK11,3,0,3
NEK3,3,0,3
NEK4,3,0,3
NEK5,3,0,3
NEK6,3,0,3
NEK7,3,0,3
NEK9,3,0,3
NELFA,3,0,3
NELFB,3,0,3
NELFCD,3,0,3
NELL2,3,0,3
NENF,3,0,3
NEO1,3,0,3
NET1,3,0,3
NETO2,3,0,3
NEU3,3,0,3
NEURL1,3,0,3
NEURL2,3,0,3
NEURL3,3,0,3
NEURL4,3,51,54
NEUROD4,3,0,3
NEUROG1,3,0,3
NEXN,3,0,3
NF1,3,0,3
NF2,3,0,3
NFASC,3,0,3
NFAT5,3,0,3
NFATC1,3,0,3
NFATC2IP,3,0,3
NFATC3,3,0,3
NFATC4,3,0,3
NFE2L1,3,0,3
NFE2L2,3,0,3
NFIB,3,0,3
NFIC,3,0,3
NFIL3,3,0,3
NFIX,3,0,3
NFKB2,3,104,107
NFKBIA,3,0,3
NFKBIZ,3,0,3
NFRKB,3,0,3
NFS1,3,0,3
NFXL1,3,0,3
NFYA,3,0,3
NFYB,3,0,3
NGB,3,5,8
NGDN,3,0,3
NGEF,3,0,3
NGF,3,0,3
NGRN,3,0,3
NHEJ1,3,0,3
NHLRC4,3,0,3
NHP2,3,0,3
NHSL2,3,0,3
NICN1,3,0,3
NID1,3,0,3
NIF3L1,3,0,3
NIFK,3,0,3
NINJ2,3,0,3
NINL,3,0,3
NIP7,3,0,3
NIPA1,3,0,3
NIPA2,3,0,3
NIPAL1,3,0,3
NIPBL,3,0,3
NIPSNAP1,3,0,3
NIT1,3,0,3
NIT2,3,0,3
NKAIN3,3,0,3
NKAIN4,3,0,3
NKD1,3,0,3
NKD2,3,0,3
NKIRAS1,3,0,3
NKX1-2,3,0,3
NKX2-1,3,0,3
NKX2-6,3,0,3
NKX2-8,3,0,3
NKX3-2,3,0,3
NLE1,3,0,3
NLGN1,3,0,3
NLN,3,0,3
NLRC3,3,0,3
NLRP11,3,1,4
NLRP14,3,0,3
NLRP2,3,0,3
NLRX1,3,0,3
NME1,3,0,3
NME1-NME2,3,0,3
NME4,3,0,3
NME6,3,0,3
NME7,3,0,3
NME9,3,0,3
NMRAL1,3,0,3
NMRK1,3,0,3
NMRK2,3,0,3
NMT1,3,0,3
NMU,3,0,3
NMUR1,3,0,3
NNMT,3,0,3
NNT,3,0,3
NOB1,3,0,3
NOC2L,3,0,3
NOC4L,3,0,3
NOD1,3,0,3
NOD2,3,0,3
NODAL,3,0,3
NOG,3,0,3
NOL10,3,0,3
NOL3,3,0,3
NOL4L,3,0,3
NOL6,3,0,3
NOL9,3,60,63
NOM1,3,0,3
NOP10,3,32,35
NOP14,3,0,3
NOP56,3,0,3
NOP9,3,0,3
NOS1,3,0,3
NOS1AP,3,0,3
NOSIP,3,0,3
NOSTRIN,3,0,3
NOTCH2NL,3,0,3
NOTCH3,3,0,3
NOTUM,3,0,3
NOVA1,3,0,3
NOVA2,3,0,3
NOX4,3,0,3
NOXA1,3,0,3
NPAS1,3,0,3
NPAS2,3,0,3
NPAS4,3,0,3
NPAT,3,0,3
NPB,3,0,3
NPBWR1,3,0,3
NPC2,3,0,3
NPEPL1,3,0,3
NPEPPS,3,0,3
NPFFR1,3,0,3
NPHP3,3,0,3
NPHS2,3,0,3
NPPA,3,0,3
NPPB,3,0,3
NPPC,3,0,3
NPR1,3,0,3
NPR2,3,0,3
NPR3,3,0,3
NPRL2,3,0,3
NPRL3,3,0,3
NPTN,3,0,3
NPTXR,3,0,3
NPY2R,3,2,5
NPY4R,3,0,3
NPY5R,3,0,3
NQO1,3,0,3
NR1D1,3,0,3
NR1D2,3,0,3
NR1H2,3,0,3
NR2C2AP,3,0,3
NR2E1,3,0,3
NR2F2,3,0,3
NR3C1,3,0,3
NR3C2,3,0,3
NR4A1,3,0,3
NR4A2,3,0,3
NR4A3,3,0,3
NR5A1,3,0,3
NR6A1,3,0,3
NRARP,3,0,3
NRAV,3,0,3
NRBP1,3,32,35
NRDE2,3,0,3
NREP,3,0,3
NRF1,3,0,3
NRG3,3,0,3
NRIP1,3,0,3
NRIP3,3,0,3
NRK,3,0,3
NRM,3,0,3
NRN1,3,0,3
NRN1L,3,0,3
NRP1,3,0,3
NRSN2,3,0,3
NRTN,3,0,3
NRXN3,3,0,3
NSA2,3,0,3
NSD1,3,0,3
NSDHL,3,0,3
NSMAF,3,0,3
NSMCE2,3,0,3
NSMCE4A,3,0,3
NSMF,3,0,3
