tf,target,weight,importance,interaction,edge_color,edge_width
RPS27A,AAR2,-0.17550155520439148,0.17550155520439148,repression,#FF0000,0.8837917987984698
MAD2L1BP,AARS2,0.21860460937023163,0.21860460937023163,activation,#00FF00,1.1008504210458385
ZNF526,AARS2,0.11613281816244125,0.11613281816244125,activation,#00FF00,0.5848223518235315
PSMG2,AARS2,-0.10724034160375595,0.10724034160375595,repression,#FF0000,0.5400415643004756
POLR2B,AASDH,0.5277553796768188,0.5277553796768188,activation,#00FF00,2.657673749881813
DHX15,AASDH,0.1636972278356552,0.1636972278356552,activation,#00FF00,0.8243474952612645
UCN,AASDH,0.09973210096359253,0.09973210096359253,activation,#00FF00,0.5022315204324669
PPM1B,AASS,0.22344738245010376,0.22344738245010376,activation,#00FF00,1.1252376871669192
EEF1B2,AASS,0.1495693325996399,0.1495693325996399,activation,#00FF00,0.753202154530051
APP,AASS,0.12925225496292114,0.12925225496292114,activation,#00FF00,0.6508892914333568
PLIN5,AATK,0.11929680407047272,0.11929680407047272,activation,#00FF00,0.6007555712971453
TEKT1,AATK,0.10076592117547989,0.10076592117547989,activation,#00FF00,0.507437638541415
TMEM165,AATK,0.0910249575972557,0.0910249575972557,activation,#00FF00,0.5
SEC23IP,ABAT,0.18993163108825684,0.18993163108825684,activation,#00FF00,0.9564588626734722
DPP9,ABAT,0.15307572484016418,0.15307572484016418,activation,#00FF00,0.7708596658947618
HADHB,ABAT,0.12186833471059799,0.12186833471059799,activation,#00FF00,0.6137053009303379
HNRNPK,ABCA2,0.13564100861549377,0.13564100861549377,activation,#00FF00,0.6830618159224513
DUSP11,ABCA2,-0.12393009662628174,0.12393009662628174,repression,#FF0000,0.6240879341214467
ARPC3,ABCA2,-0.12186011672019958,0.12186011672019958,repression,#FF0000,0.613663916724322
DPP9,ABCA7,0.09077420085668564,0.09077420085668564,activation,#00FF00,0.5
RAB11FIP2,ABCA7,-0.08853115886449814,0.08853115886449814,repression,#FF0000,0.5
THAP11,ABCA7,0.08110228180885315,0.08110228180885315,activation,#00FF00,0.5
RAB4A,ABCB10,0.2059960961341858,0.2059960961341858,activation,#00FF00,1.0373563934283532
SRP9,ABCB10,0.18966709077358246,0.18966709077358246,activation,#00FF00,0.9551266889483534
TFB2M,ABCB10,0.17676858603954315,0.17676858603954315,activation,#00FF00,0.8901723203820404
CCT7,ABCB6,0.131283700466156,0.131283700466156,activation,#00FF00,0.6611192570503228
SYF2,ABCB6,-0.11319135874509811,0.11319135874509811,repression,#FF0000,0.5700097326047512
EEF1B2,ABCB6,0.11150945723056793,0.11150945723056793,activation,#00FF00,0.5615400027314326
KLHL20,ABCB7,0.148391991853714,0.148391991853714,activation,#00FF00,0.7472732948431453
ARFGAP1,ABCB7,-0.12173626571893692,0.12173626571893692,repression,#FF0000,0.6130402270991135
KMT2C,ABCB7,0.11831600219011307,0.11831600219011307,activation,#00FF00,0.5958164432244712
NDUFB2,ABCB8,0.16922029852867126,0.16922029852867126,activation,#00FF00,0.8521606082390214
DNAJB6,ABCB8,0.1285499781370163,0.1285499781370163,activation,#00FF00,0.6473527615234189
EXOSC1,ABCB8,0.1170082837343216,0.1170082837343216,activation,#00FF00,0.5892310266734903
SRSF9,ABCB9,0.2740839719772339,0.2740839719772339,activation,#00FF00,1.380233732592745
ATP6V0E1,ABCB9,0.13991056382656097,0.13991056382656097,activation,#00FF00,0.7045624680144735
CCT7,ABCB9,0.13695447146892548,0.13695447146892548,activation,#00FF00,0.6896761601459966
LITAF,ABCC1,0.16627036035060883,0.16627036035060883,activation,#00FF00,0.8373052916254575
CHMP1B,ABCC1,0.15817300975322723,0.15817300975322723,activation,#00FF00,0.7965286042529307
HMGN1,ABCC1,-0.12557001411914825,0.12557001411914825,repression,#FF0000,0.6323462406031964
MAD2L1BP,ABCC10,0.23137645423412323,0.23137645423412323,activation,#00FF00,1.165166955067933
CUL9,ABCC10,0.16550247371196747,0.16550247371196747,activation,#00FF00,0.8334383634216147
DDX21,ABCC10,0.12818551063537598,0.12818551063537598,activation,#00FF00,0.6455173738625909
STARD3,ABCC3,0.17110131680965424,0.17110131680965424,activation,#00FF00,0.8616330515355304
ASCC3,ABCC3,0.1645258516073227,0.1645258516073227,activation,#00FF00,0.8285202838888996
PIGY,ABCC3,-0.15424230694770813,0.15424230694770813,repression,#FF0000,0.776734347165088
STARD3,ABCC4,0.19651739299297333,0.19651739299297333,activation,#00FF00,0.9896234825165799
UBE2G2,ABCC4,-0.10449301451444626,0.10449301451444626,repression,#FF0000,0.5262065578395868
NOP10,ABCC4,0.10422207415103912,0.10422207415103912,activation,#00FF00,0.5248421547101455
NDUFB5,ABCC5,0.13502316176891327,0.13502316176891327,activation,#00FF00,0.6799504590157537
ASCC3,ABCC5,-0.1347232162952423,0.1347232162952423,repression,#FF0000,0.6784399917756863
AIDA,ABCC5,-0.10512189567089081,0.10512189567089081,repression,#FF0000,0.5293734813909896
ZFAND6,ABCC6,0.15832053124904633,0.15832053124904633,activation,#00FF00,0.7972714938985498
VPS18,ABCC6,-0.10402297228574753,0.10402297228574753,repression,#FF0000,0.5238395163263131
SPATS2L,ABCC6,-0.09963608533143997,0.09963608533143997,repression,#FF0000,0.5017480043282702
SYPL1,ABCC8,-0.1259004771709442,0.1259004771709442,repression,#FF0000,0.6340103884487414
SNX3,ABCC8,-0.099831223487854,0.099831223487854,repression,#FF0000,0.5027306822428363
XRCC5,ABCC8,0.09942380338907242,0.09942380338907242,activation,#00FF00,0.5006789936321601
MECP2,ABCD1,0.1376362293958664,0.1376362293958664,activation,#00FF00,0.6931093608597709
RPS27A,ABCD1,-0.11283771693706512,0.11283771693706512,repression,#FF0000,0.5682288610376143
SLC25A5,ABCD1,0.10692334920167923,0.10692334920167923,activation,#00FF00,0.5384452520346922
ANKFY1,ABCD2,-0.13396723568439484,0.13396723568439484,repression,#FF0000,0.6746330200189999
FAM193B,ABCD2,0.12585854530334473,0.12585854530334473,activation,#00FF00,0.633799227694926
LSM3,ABCD2,-0.12016206979751587,0.12016206979751587,repression,#FF0000,0.605112881706455
C9orf62,ABCD4,0.13001568615436554,0.13001568615436554,activation,#00FF00,0.6547337828691148
PDZD11,ABCD4,0.10829783976078033,0.10829783976078033,activation,#00FF00,0.5453669199495135
ATG10,ABCD4,0.09339147061109543,0.09339147061109543,activation,#00FF00,0.5
WDR53,ABCF3,0.19712594151496887,0.19712594151496887,activation,#00FF00,0.9926880148637961
UBTF,ABCF3,0.18470728397369385,0.18470728397369385,activation,#00FF00,0.930150063708415
NDUFB5,ABCF3,0.18211808800697327,0.18211808800697327,activation,#00FF00,0.9171113749161436
AKAP8L,ABCG5,0.12475430965423584,0.12475430965423584,activation,#00FF00,0.6282385110990716
MIRLET7BHG,ABCG5,-0.11748936027288437,0.11748936027288437,repression,#FF0000,0.5916536348314692
RPS27A,ABCG5,0.10667963325977325,0.10667963325977325,activation,#00FF00,0.5372179458125788
MTMR12,ABCG8,-0.12159987539052963,0.12159987539052963,repression,#FF0000,0.6123533918540274
AP3M1,ABCG8,-0.09623609483242035,0.09623609483242035,repression,#FF0000,0.5
HADHB,ABCG8,0.09399545937776566,0.09399545937776566,activation,#00FF00,0.5
MFSD6L,ABHD1,0.12698671221733093,0.12698671221733093,activation,#00FF00,0.6394804574999586
DPY30,ABHD1,0.11816424876451492,0.11816424876451492,activation,#00FF00,0.5950522424011394
BRF1,ABHD1,0.11486908048391342,0.11486908048391342,activation,#00FF00,0.5784584139381106
CCT7,ABHD11,0.1301451474428177,0.1301451474428177,activation,#00FF00,0.6553857248126642
TMEM248,ABHD11,0.10793779790401459,0.10793779790401459,activation,#00FF00,0.543553818978054
PPM1A,ABHD11,0.10554315149784088,0.10554315149784088,activation,#00FF00,0.5314948440457019
SEC23B,ABHD12,0.18760822713375092,0.18760822713375092,activation,#00FF00,0.9447586509124035
ARFGAP1,ABHD12,-0.18116870522499084,0.18116870522499084,repression,#FF0000,0.9123304673301147
SFT2D1,ABHD12,-0.1379418522119522,0.1379418522119522,repression,#FF0000,0.694648418095291
SAMD10,ABHD13,0.09354167431592941,0.09354167431592941,activation,#00FF00,0.5
PPP6R1,ABHD13,0.08242511004209518,0.08242511004209518,activation,#00FF00,0.5
HDAC7,ABHD13,-0.08148583024740219,0.08148583024740219,repression,#FF0000,0.5
SPCS1,ABHD14A,0.4078463315963745,0.4078463315963745,activation,#00FF00,2.053835036476632
ABHD14B,ABHD14A,0.22259114682674408,0.22259114682674408,activation,#00FF00,1.1209258506086441
ITGB1,ABHD14A,-0.16934137046337128,0.16934137046337128,repression,#FF0000,0.852770303023936
SPCS1,ABHD14B,0.2639567255973816,0.2639567255973816,activation,#00FF00,1.3292348836964987
ARF4,ABHD14B,0.1185007244348526,0.1185007244348526,activation,#00FF00,0.5967466686276952
ZFHX2,ABHD14B,-0.10242146253585815,0.10242146253585815,repression,#FF0000,0.5157746237901779
GIT1,ABHD15,0.6594299674034119,0.6594299674034119,activation,#00FF00,3.3207614393749525
ITM2B,ABHD15,0.11092571169137955,0.11092571169137955,activation,#00FF00,0.5586003733958461
DIS3L2,ABHD15,-0.0999990701675415,0.0999990701675415,repression,#FF0000,0.503575925572963
RNF5P1,ABHD16A,0.33735719323158264,0.33735719323158264,activation,#00FF00,1.6988654049048726
ITM2B,ABHD16A,0.1482905000448227,0.1482905000448227,activation,#00FF00,0.7467622017748309
DDX21,ABHD16A,0.14648234844207764,0.14648234844207764,activation,#00FF00,0.7376567009396429
MBD3,ABHD17A,0.16216009855270386,0.16216009855270386,activation,#00FF00,0.8166068102719877
SDHA,ABHD17A,0.13870541751384735,0.13870541751384735,activation,#00FF00,0.6984935848852724
CSNK1G2,ABHD17A,0.12722229957580566,0.12722229957580566,activation,#00FF00,0.640666829752205
ZNF587,ABHD2,0.21822337806224823,0.21822337806224823,activation,#00FF00,1.0989306141070991
HERPUD1,ABHD2,-0.13827753067016602,0.13827753067016602,repression,#FF0000,0.6963388297161861
IDH3A,ABHD2,0.12550538778305054,0.12550538778305054,activation,#00FF00,0.6320207949069288
ENTPD5,ABHD3,0.20019160211086273,0.20019160211086273,activation,#00FF00,1.0081260871327011
HINT1,ABHD3,0.18275001645088196,0.18275001645088196,activation,#00FF00,0.9202936440162865
RPLP0,ABHD3,-0.1709749549627304,0.1709749549627304,repression,#FF0000,0.8609967177784749
DAD1,ABHD4,0.4956128001213074,0.4956128001213074,activation,#00FF00,2.4958099523199917
HSPA8,ABHD4,-0.1297839730978012,0.1297839730978012,repression,#FF0000,0.6535669208499859
HECTD1,ABHD4,0.1259077787399292,0.1259077787399292,activation,#00FF00,0.6340471577342316
STT3B,ABHD5,0.17699915170669556,0.17699915170669556,activation,#00FF00,0.8913334043705924
HERPUD1,ABHD5,-0.14067675173282623,0.14067675173282623,repression,#FF0000,0.7084208417314881
NBEAL2,ABHD5,0.1384241282939911,0.1384241282939911,activation,#00FF00,0.6970770669216003
MKS1,ABHD8,-0.1317925900220871,0.1317925900220871,repression,#FF0000,0.6636819261702763
UBA3,ABHD8,-0.126447394490242,0.126447394490242,repression,#FF0000,0.6367645580106767
AKAP8L,ABHD8,0.12208930402994156,0.12208930402994156,activation,#00FF00,0.6148180595722457
NDUFB3,ABI2,0.32167914509773254,0.32167914509773254,activation,#00FF00,1.6199137947853648
RBMX,ABI2,0.2672048509120941,0.2672048509120941,activation,#00FF00,1.345591812905869
PPP1CB,ABI2,-0.2086477428674698,0.2086477428674698,repression,#FF0000,1.0507095721706035
FUBP3,ABL1,0.36594337224960327,0.36594337224960327,activation,#00FF00,1.8428198590160538
DHX15,ABL1,-0.11479830741882324,0.11479830741882324,repression,#FF0000,0.5781020145066087
ZER1,ABL1,0.10455632954835892,0.10455632954835892,activation,#00FF00,0.526525400072338
PRDX3,ABLIM1,0.1723061203956604,0.1723061203956604,activation,#00FF00,0.8677002087594944
EIF4A1,ABLIM1,-0.11287600547075272,0.11287600547075272,repression,#FF0000,0.5684216746683636
CHMP5,ABLIM1,-0.10613533854484558,0.10613533854484558,repression,#FF0000,0.5344769831776767
PTTG1IP,ABLIM3,-0.13223214447498322,0.13223214447498322,repression,#FF0000,0.6658954371567888
TOMM20,ABLIM3,-0.12059259414672852,0.12059259414672852,repression,#FF0000,0.6072809188419326
CNTD1,ABLIM3,0.09800612181425095,0.09800612181425095,activation,#00FF00,0.5
UBTF,ABO,0.12847985327243805,0.12847985327243805,activation,#00FF00,0.6469996263039965
PSMD10,ABO,-0.12609818577766418,0.12609818577766418,repression,#FF0000,0.6350060106525873
DAD1,ABO,-0.11915290355682373,0.11915290355682373,repression,#FF0000,0.600030916215555
TOP2B,ACAA1,0.21630042791366577,0.21630042791366577,activation,#00FF00,1.0892470100567748
STT3B,ACAA1,0.16358909010887146,0.16358909010887146,activation,#00FF00,0.8238029346392183
DDX21,ACAA1,-0.12836600840091705,0.12836600840091705,repression,#FF0000,0.6464263256077812
EIF4A1,ACAA2,0.16951104998588562,0.16951104998588562,activation,#00FF00,0.8536247761951143
HADHB,ACAA2,0.13833722472190857,0.13833722472190857,activation,#00FF00,0.6966394373849084
PSMG2,ACAA2,0.12056701630353928,0.12056701630353928,activation,#00FF00,0.6071521137836795
MYO19,ACACA,0.16849027574062347,0.16849027574062347,activation,#00FF00,0.8484843550442207
DUSP11,ACACA,-0.152048259973526,0.152048259973526,repression,#FF0000,0.7656855520720618
CCDC57,ACACA,0.14692707359790802,0.14692707359790802,activation,#00FF00,0.739896250583431
NDUFA12,ACAD10,0.22562973201274872,0.22562973201274872,activation,#00FF00,1.1362275763638028
SRSF9,ACAD10,0.18673394620418549,0.18673394620418549,activation,#00FF00,0.9403559416914171
PEX2,ACAD10,0.10609933733940125,0.10609933733940125,activation,#00FF00,0.5342956880884023
ATP2C1,ACAD11,0.23260319232940674,0.23260319232940674,activation,#00FF00,1.1713445702270842
PCNP,ACAD11,0.18726083636283875,0.18726083636283875,activation,#00FF00,0.9430092583560078
ARFGAP1,ACAD11,0.17915061116218567,0.17915061116218567,activation,#00FF00,0.902167736978045
HSPA8,ACAD8,0.17066286504268646,0.17066286504268646,activation,#00FF00,0.8594250934615205
TMEM126A,ACAD8,0.16952890157699585,0.16952890157699585,activation,#00FF00,0.85371467334617
TSC22D1,ACAD8,0.12820836901664734,0.12820836901664734,activation,#00FF00,0.6456324842379828
UBE2G1,ACADM,0.11279018223285675,0.11279018223285675,activation,#00FF00,0.567989485485137
C1orf122,ACADM,0.10573386400938034,0.10573386400938034,activation,#00FF00,0.5324552352708996
ATP2C1,ACADM,0.09170264005661011,0.09170264005661011,activation,#00FF00,0.5
PRDX3,ACADSB,0.19967813789844513,0.19967813789844513,activation,#00FF00,1.0055403809297976
KDELR2,ACADSB,-0.14032882452011108,0.14032882452011108,repression,#FF0000,0.7066687477581991
GABARAPL2,ACADSB,0.10808028280735016,0.10808028280735016,activation,#00FF00,0.5442713453206206
IGFBP7,ACAN,0.25373220443725586,0.25373220443725586,activation,#00FF00,1.2777461778702932
COL11A2,ACAN,0.2063310146331787,0.2063310146331787,activation,#00FF00,1.039042978041983
EPG5,ACAN,0.11941397190093994,0.11941397190093994,activation,#00FF00,0.6013456057702264
WDR53,ACAP2,0.2445332407951355,0.2445332407951355,activation,#00FF00,1.2314219808289448
NDUFB5,ACAP2,0.13979296386241913,0.13979296386241913,activation,#00FF00,0.7039702574000063
RPS27A,ACAP2,0.12456479668617249,0.12456479668617249,activation,#00FF00,0.6272841605422044
RPS27A,ACAP3,-0.18869027495384216,0.18869027495384216,repression,#FF0000,0.9502076339039827
MFN2,ACAP3,0.14960575103759766,0.14960575103759766,activation,#00FF00,0.7533855507213534
HSF4,ACAP3,0.1359398066997528,0.1359398066997528,activation,#00FF00,0.6845665051319417
PPA1,ACAT1,0.18712621927261353,0.18712621927261353,activation,#00FF00,0.9423313527945408
TMEM126A,ACAT1,0.1707058846950531,0.1707058846950531,activation,#00FF00,0.8596417320884804
HSPA8,ACAT1,0.13266044855117798,0.13266044855117798,activation,#00FF00,0.668052293427903
SFT2D1,ACAT2,0.30839142203330994,0.30839142203330994,activation,#00FF00,1.5529993981843475
SF3B5,ACAT2,0.16187183558940887,0.16187183558940887,activation,#00FF00,0.8151551738887046
ATP6V0E1,ACAT2,-0.14951232075691223,0.14951232075691223,repression,#FF0000,0.7529150539457946
SNX3,ACBD4,-0.10576829314231873,0.10576829314231873,repression,#FF0000,0.5326286137078897
BAIAP3,ACBD4,0.07866450399160385,0.07866450399160385,activation,#00FF00,0.5
STAMBP,ACBD4,0.0772571936249733,0.0772571936249733,activation,#00FF00,0.5
ITGB1,ACBD5,0.2033805549144745,0.2033805549144745,activation,#00FF00,1.0241850350508843
BROX,ACBD5,0.09642066806554794,0.09642066806554794,activation,#00FF00,0.5
DUSP11,ACBD5,0.09088585525751114,0.09088585525751114,activation,#00FF00,0.5
THAP11,ACD,0.45430803298950195,0.45430803298950195,activation,#00FF00,2.28780715485272
GABARAPL2,ACD,0.24024684727191925,0.24024684727191925,activation,#00FF00,1.2098365342622206
CHMP1A,ACD,0.18921764194965363,0.18921764194965363,activation,#00FF00,0.9528633518280338
BIN3,ACE,-0.15128269791603088,0.15128269791603088,repression,#FF0000,0.7618303300080892
PPA1,ACE,0.13320951163768768,0.13320951163768768,activation,#00FF00,0.6708172686574109
FBXO41,ACE,0.11159840226173401,0.11159840226173401,activation,#00FF00,0.5619879126601902
RPS16,ACER2,0.12301706522703171,0.12301706522703171,activation,#00FF00,0.6194900850496086
ZNF763,ACER2,0.11464820057153702,0.11464820057153702,activation,#00FF00,0.5773461055323517
GNE,ACER2,0.10332915186882019,0.10332915186882019,activation,#00FF00,0.5203455712521218
DAD1,ACIN1,0.28032660484313965,0.28032660484313965,activation,#00FF00,1.4116704211358857
HECTD1,ACIN1,0.15365856885910034,0.15365856885910034,activation,#00FF00,0.7737947553491807
ZFHX2,ACIN1,0.13841629028320312,0.13841629028320312,activation,#00FF00,0.697037596219217
ATP6V0E1,ACLY,-0.1729310005903244,0.1729310005903244,repression,#FF0000,0.8708469842432356
DUSP11,ACLY,-0.16043052077293396,0.16043052077293396,repression,#FF0000,0.8078969919722895
G3BP2,ACLY,0.1598755270242691,0.1598755270242691,activation,#00FF00,0.8051021510782406
EIF4ENIF1,ACO2,0.22212134301662445,0.22212134301662445,activation,#00FF00,1.1185600097251007
EIF3L,ACO2,0.17508232593536377,0.17508232593536377,activation,#00FF00,0.881680641496465
DUSP11,ACO2,-0.11912272125482559,0.11912272125482559,repression,#FF0000,0.5998789239956357
PLEKHN1,ACOT12,0.15871794521808624,0.15871794521808624,activation,#00FF00,0.7992727935802328
TAOK2,ACOT12,0.13701562583446503,0.13701562583446503,activation,#00FF00,0.6899841216718168
ZNF322,ACOT12,-0.10567779839038849,0.10567779839038849,repression,#FF0000,0.5321728996858852
SLC25A5,ACOT6,0.12408282607793808,0.12408282607793808,activation,#00FF00,0.624857050022737
MAP4K3,ACOT6,0.10501989722251892,0.10501989722251892,activation,#00FF00,0.5288598369844983
POU2F1,ACOT6,-0.09693345427513123,0.09693345427513123,repression,#FF0000,0.5
CCT7,ACOT7,0.1877252459526062,0.1877252459526062,activation,#00FF00,0.9453479349919032
RPL22,ACOT7,0.16285280883312225,0.16285280883312225,activation,#00FF00,0.8200951649139975
PPM1A,ACOT7,-0.15318000316619873,0.15318000316619873,repression,#FF0000,0.7713847913230489
SLC35C2,ACOT8,0.2872658967971802,0.2872658967971802,activation,#00FF00,1.4466153497509442
ATG10,ACOT8,-0.10795249044895172,0.10795249044895172,repression,#FF0000,0.5436278077851833
DDX27,ACOT8,0.09939195960760117,0.09939195960760117,activation,#00FF00,0.5005186345238077
SPATS2L,ACOT9,0.11276460438966751,0.11276460438966751,activation,#00FF00,0.5678606804268839
NOP10,ACOT9,0.10339090973138809,0.10339090973138809,activation,#00FF00,0.5206565718719468
RPL30,ACOT9,-0.08749759197235107,0.08749759197235107,repression,#FF0000,0.5
EIF4A3,ACOX1,0.21555708348751068,0.21555708348751068,activation,#00FF00,1.085503671675794
MKS1,ACOX1,0.1144658774137497,0.1144658774137497,activation,#00FF00,0.5764279614657888
SYF2,ACOX1,-0.09735214710235596,0.09735214710235596,repression,#FF0000,0.5
ARFGAP1,ACOX3,0.148451566696167,0.148451566696167,activation,#00FF00,0.7475733021970022
HINT1,ACOX3,-0.1436513513326645,0.1436513513326645,repression,#FF0000,0.7234003484827791
DHX15,ACOX3,0.1435067504644394,0.1435067504644394,activation,#00FF00,0.7226721665513562
DNAJB6,ACOXL,0.13775722682476044,0.13775722682476044,activation,#00FF00,0.693718680447895
TSC22D1,ACOXL,-0.11021564155817032,0.11021564155817032,repression,#FF0000,0.5550245979015994
SRP9,ACOXL,-0.10400689393281937,0.10400689393281937,repression,#FF0000,0.5237585488588765
ZNF408,ACP2,0.2039162516593933,0.2039162516593933,activation,#00FF00,1.0268826999761376
SYMPK,ACP2,0.1831807941198349,0.1831807941198349,activation,#00FF00,0.9224629568208526
CAPN15,ACP2,-0.12880481779575348,0.12880481779575348,repression,#FF0000,0.6486360846263866
PPA1,ACRBP,-0.16758279502391815,0.16758279502391815,repression,#FF0000,0.8439144581332909
DNHD1,ACRBP,0.14518888294696808,0.14518888294696808,activation,#00FF00,0.7311430595347259
FBXO41,ACRBP,0.12147875875234604,0.12147875875234604,activation,#00FF00,0.6117434719510383
PDK2,ACSF2,0.251924067735672,0.251924067735672,activation,#00FF00,1.2686407520744631
NBEAL2,ACSF2,0.13668832182884216,0.13668832182884216,activation,#00FF00,0.6883358821701984
CCDC57,ACSF2,0.136644184589386,0.136644184589386,activation,#00FF00,0.6881136155913776
HERPUD1,ACSF3,0.12530459463596344,0.12530459463596344,activation,#00FF00,0.6310096395559471
CAPN15,ACSF3,0.11356410384178162,0.11356410384178162,activation,#00FF00,0.571886804629028
RAB4A,ACSF3,-0.10231990367174149,0.10231990367174149,repression,#FF0000,0.515263193044752
CIZ1,ACSL6,-0.13637810945510864,0.13637810945510864,repression,#FF0000,0.6867737128123701
POU2F1,ACSL6,0.11755382269620895,0.11755382269620895,activation,#00FF00,0.5919782550947973
ATE1,ACSL6,0.11247721314430237,0.11247721314430237,activation,#00FF00,0.5664134338460522
SEC23B,ACSS1,0.2244190126657486,0.2244190126657486,activation,#00FF00,1.130130628514656
DDX21,ACSS1,-0.12441190332174301,0.12441190332174301,repression,#FF0000,0.6265142192079747
NBEAL2,ACSS1,0.11650943011045456,0.11650943011045456,activation,#00FF00,0.5867188965612464
ERGIC3,ACSS2,0.2722133994102478,0.2722133994102478,activation,#00FF00,1.3708138918862944
MLXIPL,ACSS2,0.1666041910648346,0.1666041910648346,activation,#00FF00,0.8389863983659429
GGT7,ACSS2,0.15433774888515472,0.15433774888515472,activation,#00FF00,0.7772149742539962
MTMR12,ACSS3,0.22806613147258759,0.22806613147258759,activation,#00FF00,1.1484968115776726
CNIH1,ACSS3,-0.13144664466381073,0.13144664466381073,repression,#FF0000,0.6619398124316205
G3BP2,ACSS3,0.113512322306633,0.113512322306633,activation,#00FF00,0.5716260428594798
TPM1,ACTA1,0.22924278676509857,0.22924278676509857,activation,#00FF00,1.1544222194541036
RAB4A,ACTA1,0.16344259679317474,0.16344259679317474,activation,#00FF00,0.823065222709311
LITAF,ACTA1,0.1406337022781372,0.1406337022781372,activation,#00FF00,0.708204053025812
IGFBP7,ACTA2,0.414370059967041,0.414370059967041,activation,#00FF00,2.086687267471789
ITGB1,ACTA2,0.3073387145996094,0.3073387145996094,activation,#00FF00,1.547698167688953
TPM1,ACTA2,0.2042074054479599,0.2042074054479599,activation,#00FF00,1.0283488939949004
TUBA1C,ACTB,0.1993875503540039,0.1993875503540039,activation,#00FF00,1.0040770384066442
RPL26,ACTB,-0.11326608806848526,0.11326608806848526,repression,#FF0000,0.57038605498584
EIF4G2,ACTB,0.099561408162117,0.099561408162117,activation,#00FF00,0.5013719445849348
HNRNPA1L2,ACTG1,0.18623565137386322,0.18623565137386322,activation,#00FF00,0.9378466255551037
TUBA1C,ACTG1,0.104801245033741,0.104801245033741,activation,#00FF00,0.5277587469627819
EIF4A3,ACTG1,0.1027139276266098,0.1027139276266098,activation,#00FF00,0.5172474212724574
NDUFB5,ACTL6A,0.5015984177589417,0.5015984177589417,activation,#00FF00,2.5259523620138764
WDR53,ACTL6A,0.12148945033550262,0.12148945033550262,activation,#00FF00,0.6117973126905062
DDX21,ACTL6A,0.11433007568120956,0.11433007568120956,activation,#00FF00,0.5757440902753495
SNX3,ACTL7B,0.17957080900669098,0.17957080900669098,activation,#00FF00,0.9042837718383292
PREP,ACTL7B,0.1415802538394928,0.1415802538394928,activation,#00FF00,0.7129707031337937
RPS5,ACTL7B,-0.11767072230577469,0.11767072230577469,repression,#FF0000,0.5925669388594318
MTMR12,ACTN2,0.17753221094608307,0.17753221094608307,activation,#00FF00,0.8940177873294542
SH3GL1,ACTN2,0.09523998200893402,0.09523998200893402,activation,#00FF00,0.5
CKM,ACTN2,0.08026342839002609,0.08026342839002609,activation,#00FF00,0.5
HADHB,ACTN3,-0.100205197930336,0.100205197930336,repression,#FF0000,0.5046139450141599
OGDH,ACTN3,0.09399548918008804,0.09399548918008804,activation,#00FF00,0.5
STAMBP,ACTN3,0.09075559675693512,0.09075559675693512,activation,#00FF00,0.5
CNIH1,ACTR10,0.31903964281082153,0.31903964281082153,activation,#00FF00,1.6066217731200014
PPM1A,ACTR10,0.1912669837474823,0.1912669837474823,activation,#00FF00,0.9631834397141301
KLHL20,ACTR10,0.08579013496637344,0.08579013496637344,activation,#00FF00,0.5
